name;cmp;rne;specialties;locations;photo;slug;profile_url
Cornejo Liñan Maria Lizbet;64700;;Pediatría;Auna Bellavista - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/43302568_7f49fa160d.png;cornejo-linan-maria-lizbet;https://auna.org/pe/staff-medico/cornejo-linan-maria-lizbet
Fuentes Villaverde Jesus Enrique;011824;;Ginecología y obstetricia;Auna Bellavista - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/25608987_96fe7cd7dc.png;fuentes-villaverde-jesus-enrique;https://auna.org/pe/staff-medico/fuentes-villaverde-jesus-enrique
Jave Cardich Samy Liz;070280;;Gastroenterología;Auna Bellavista - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/45217361_e32aac3084.png;jave-cardich-samy-liz;https://auna.org/pe/staff-medico/jave-cardich-samy-liz
Huancas Gutierrez Jonattan Miguel;53350;;Cardiología;Auna Bellavista - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/43080766_aa975b7153.png;huancas-gutierrez-jonattan-miguel;https://auna.org/pe/staff-medico/huancas-gutierrez-jonattan-miguel
Villalobos Gustavson Herbert Ronald;15366;;Ortopedia y traumatología;Auna Bellavista - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/07535237_c5dfdd61b1.png;villalobos-gustavson-herbert-ronald;https://auna.org/pe/staff-medico/villalobos-gustavson-herbert-ronald
Valencia Mendiola Dante;42864;;Ortopedia y traumatología;Auna Bellavista - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/10003802_449fb99dc2.png;valencia-mendiola-dante;https://auna.org/pe/staff-medico/valencia-mendiola-dante
Aguilar Marin Iván Carlos;41892;;Urología general y oncológica;Auna Guardia Civil - Clínica, Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/45000315_8b86e9942b.png;aguilar-marin-ivan-carlos;https://auna.org/pe/staff-medico/aguilar-marin-ivan-carlos
Arapa García Juan Carlos;32230;;Radiología;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/01322018_566aa92f14.png;arapa-garcia-juan-carlos;https://auna.org/pe/staff-medico/arapa-garcia-juan-carlos
Arbizu Chipana Angela Lucía;58972;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/44614114_9d518918b0.png;arbizu-chipana-angela-lucia;https://auna.org/pe/staff-medico/arbizu-chipana-angela-lucia
Ayala Moreno Joseana Paola;038316;;Radioterapia;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/18150064_647587a9d6.png;ayala-moreno-joseana-paola;https://auna.org/pe/staff-medico/ayala-moreno-joseana-paola
Bautista García Félix Moisés;31636;;Cirugía general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/07639957_7d805074c9.png;bautista-garcia-felix-moises;https://auna.org/pe/staff-medico/bautista-garcia-felix-moises
Berenguel Cook María Del Rosario;13011;;Anestesiología;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/08781904_2efc2d36d2.png;berenguel-cook-maria-del-rosario;https://auna.org/pe/staff-medico/berenguel-cook-maria-del-rosario
Carrillo Diaz Alvaro Manuel;23381;;Radiodiagnóstico;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/09158474_da251e4ad4.png;carrillo-diaz-alvaro-manuel;https://auna.org/pe/staff-medico/carrillo-diaz-alvaro-manuel
Carrion Peñafiel Brenda Lisette;056041;;Radioterapia;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41977531_f180d8dba2.png;carrion-penafiel-brenda-lisette;https://auna.org/pe/staff-medico/carrion-penafiel-brenda-lisette
Castañeda Altamirano Carlos Arturo;34113;;Medicina general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/09873222_1010a6b9e6.png;castaneda-altamirano-carlos-arturo;https://auna.org/pe/staff-medico/castaneda-altamirano-carlos-arturo
Díaz Cárdenas Alvaro;36094;;Cirugía oncológica de cabeza y cuello;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/29638727_0bab6316de.png;diaz-cardenas-alvaro;https://auna.org/pe/staff-medico/diaz-cardenas-alvaro
Escalante Moreno Guido Jean Pierre;62654;;Cirugía oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/43813318_d9539f093f.jpg;escalante-moreno-guido-jean-pierre;https://auna.org/pe/staff-medico/escalante-moreno-guido-jean-pierre
Falla Jiménez Martín Juan;37725;;Cirugía oncológica;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/02439509_cfbe3dfbda.png;falla-jimenez-martin-juan;https://auna.org/pe/staff-medico/falla-jimenez-martin-juan
Gómez Moreno Henry Leonidas;21831;;Oncología médica;Clínica Delgado Auna, Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/29287263_86712511cb.png;gomez-moreno-henry-leonidas;https://auna.org/pe/staff-medico/gomez-moreno-henry-leonidas
Gonzalez Olaechea Gallardo Camila;65540;;Medicina familiar y comunitaria;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/44996351_fd3667002d.jpg;gonzalez-olaechea-gallardo-camila;https://auna.org/pe/staff-medico/gonzalez-olaechea-gallardo-camila
Gutarra Chuquin Katherine Iris;20830;;Neumología;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/07230163_2356c9bf16.png;gutarra-chuquin-katherine-iris;https://auna.org/pe/staff-medico/gutarra-chuquin-katherine-iris
Gutiérrez Castañeda José Maria;61545;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/43983077_245b86f25c.jpg;gutierrez-castaneda-jose-maria;https://auna.org/pe/staff-medico/gutierrez-castaneda-jose-maria
Hurtado De Mendoza Acurio Jose Luis Fernando;16947;;Oncología médica;Clínica Delgado Auna, Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/07250697_8c073eff20.png;hurtado-de-mendoza-acurio-jose-luis-fernando;https://auna.org/pe/staff-medico/hurtado-de-mendoza-acurio-jose-luis-fernando
Juarez Herrera Néstor Raúl;25148;;Cirugía general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/10476115_519bd81c1e.png;juarez-herrera-nestor-raul;https://auna.org/pe/staff-medico/juarez-herrera-nestor-raul
Lachos Davila Alberto;032238;;Radioterapia;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/06532926_2015c0c42a.png;lachos-davila-alberto;https://auna.org/pe/staff-medico/lachos-davila-alberto
Lau Manrique Diana Shirley;35993;;Gastroenterología;Clínicas Oncosalud, Auna - Centro de Bienestar;https://web-auna-backend-prd-images.s3.amazonaws.com/09896478_1a32a4143c.png;lau-manrique-diana-shirley;https://auna.org/pe/staff-medico/lau-manrique-diana-shirley
Leon Chong Jorge;19383;;Oncología médica;Clínica Delgado Auna, Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/07904668_b628469cc5.png;leon-chong-jorge;https://auna.org/pe/staff-medico/leon-chong-jorge
López Pereyra Mariano Francisco;061536;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/44692613_7982d0644c.jpg;lopez-pereyra-mariano-francisco;https://auna.org/pe/staff-medico/lopez-pereyra-mariano-francisco
Luque Vásquez Vásquez Carlos Emilio;25255;;Cirugía oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/10790645_1f3bf2a60f.jpg;luque-vasquez-vasquez-carlos-emilio;https://auna.org/pe/staff-medico/luque-vasquez-vasquez-carlos-emilio
Luyo Pinglo Gustavo Daniel;058520;;Radioterapia;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/43797539_54d3019849.png;luyo-pinglo-gustavo-daniel;https://auna.org/pe/staff-medico/luyo-pinglo-gustavo-daniel
Macetas Nuñez Jackeline Gladys;67184;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/45905735_914f042dba.jpg;macetas-nunez-jackeline-gladys;https://auna.org/pe/staff-medico/macetas-nunez-jackeline-gladys
Machicao Heredia Camilo;44128;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/40176791_c9bfc019aa.png;machicao-heredia-camilo;https://auna.org/pe/staff-medico/machicao-heredia-camilo
Mallma Soto Victor Ivan;50295;;Oncología médica;Auna - Centro de Bienestar, Clínica Delgado Auna, Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/41519394_bd462dd005.png;mallma-soto-victor-ivan;https://auna.org/pe/staff-medico/mallma-soto-victor-ivan
Manrique Granda Marco Antonio;56954;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/41784163_ee85bc2e87.png;manrique-granda-marco-antonio;https://auna.org/pe/staff-medico/manrique-granda-marco-antonio
Mas López Luis Alberto;22865;;Oncología médica;Clínica Delgado Auna, Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/08243116_1807f06cce.png;mas-lopez-luis-alberto;https://auna.org/pe/staff-medico/mas-lopez-luis-alberto
Merino Tapia Jose Antonio;23562;;Cirugía general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/18853719_f2937b8446.png;merino-tapia-jose-antonio;https://auna.org/pe/staff-medico/merino-tapia-jose-antonio
Meza Montoya Luis Fernando;23391;;Urología general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/10346211_d14ece2683.png;meza-montoya-luis-fernando;https://auna.org/pe/staff-medico/meza-montoya-luis-fernando
Montenegro Beltrán Paola Catherine;37087;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/30963427_402d61fcab.png;montenegro-beltran-paola-catherine;https://auna.org/pe/staff-medico/montenegro-beltran-paola-catherine
Morante Cruz Zaida Denisse;48899;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/41746530_d5dd0eb982.png;morante-cruz-zaida-denisse;https://auna.org/pe/staff-medico/morante-cruz-zaida-denisse
Morante Deza Carlos Manuel;15360;;Cirugía general y oncológica;Auna Guardia Civil - Clínica, Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/07535644_78be8fd35f.png;morante-deza-carlos-manuel;https://auna.org/pe/staff-medico/morante-deza-carlos-manuel
Munive Huari Carlos Orlando;34932;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/19908478_4511f7baa1.png;munive-huari-carlos-orlando;https://auna.org/pe/staff-medico/munive-huari-carlos-orlando
Muñante Luna Bruno Alejandro;44746;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/40000328_b77740d0fe.png;munante-luna-bruno-alejandro;https://auna.org/pe/staff-medico/munante-luna-bruno-alejandro
Olivera Hurtado De Mendoza Mivael;33695;;Medicina general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/23975602_3dfac30451.png;olivera-hurtado-de-mendoza-mivael;https://auna.org/pe/staff-medico/olivera-hurtado-de-mendoza-mivael
Pacheco Román Cristian;35340;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/24002633_a76059de89.png;pacheco-roman-cristian;https://auna.org/pe/staff-medico/pacheco-roman-cristian
Palacios Salas Fernando Vicente;34486;;Gastroenterología;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29619229_af83def3e1.png;palacios-salas-fernando-vicente;https://auna.org/pe/staff-medico/palacios-salas-fernando-vicente
Paz Cornejo Eduardo Augusto;59203;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/44108176_0c31568e04.jpg;paz-cornejo-eduardo-augusto;https://auna.org/pe/staff-medico/paz-cornejo-eduardo-augusto
Pinedo Cardenas Alcides Anibal;29818;;Cirugía general y oncológica;Clínicas Oncosalud, Auna - Centro de Bienestar;https://web-auna-backend-prd-images.s3.amazonaws.com/09627007_40e482e31b.png;pinedo-cardenas-alcides-anibal;https://auna.org/pe/staff-medico/pinedo-cardenas-alcides-anibal
Pinillos Ashton Luis Vicente;06460;;Radioterapia;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07816318_ccf6742ac6.png;pinillos-ashton-luis-vicente;https://auna.org/pe/staff-medico/pinillos-ashton-luis-vicente
Ponce La Torre Jaime Manuel;18352;;Cirugía oncológica;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/08799989_5f64d7ece1.png;ponce-la-torre-jaime-manuel;https://auna.org/pe/staff-medico/ponce-la-torre-jaime-manuel
Postigo Díaz Juan De La Cruz Antonio;9676;;Cirugía de cabeza, cuello y maxilofacial;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/10007650_e149dbe0eb.png;postigo-diaz-juan-de-la-cruz-antonio;https://auna.org/pe/staff-medico/postigo-diaz-juan-de-la-cruz-antonio
Quintana Truyenque Shirley Milenca;36189;;Oncología médica;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29659086_dce00811b9.png;quintana-truyenque-shirley-milenca;https://auna.org/pe/staff-medico/quintana-truyenque-shirley-milenca
Quispe Santivañez Isela Roxana;31668;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/06776464_25a53581ba.png;quispe-santivanez-isela-roxana;https://auna.org/pe/staff-medico/quispe-santivanez-isela-roxana
Rebaza Vasquez Lia Pamela;053369;;Cirugía oncológica de mamas, tejidos blandos y piel;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/43220540_f2cb6f6256.png;rebaza-vasquez-lia-pamela;https://auna.org/pe/staff-medico/rebaza-vasquez-lia-pamela
Rebaza Vásquez Segundo Saniel;14137;;Gastroenterología;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/43278613_0a707f4fff.png;rebaza-vasquez-segundo-saniel;https://auna.org/pe/staff-medico/rebaza-vasquez-segundo-saniel
Rioja Viera Patricia Elizabeth;71584;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/46398076_869d1ef2ba.png;rioja-viera-patricia-elizabeth;https://auna.org/pe/staff-medico/rioja-viera-patricia-elizabeth
Rodríguez Villegas Jorge;28214;;Cardiología;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/10433827_b8c9b8426b.png;rodriguez-villegas-jorge;https://auna.org/pe/staff-medico/rodriguez-villegas-jorge
Rosas Ramos Cinthia Mercedes;53454;;Geriatría;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/43344902_8b137cd145.jpg;rosas-ramos-cinthia-mercedes;https://auna.org/pe/staff-medico/rosas-ramos-cinthia-mercedes
Ruiz Mendoza Rossana Esther;53405;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/43033040_ced3eacbb9.jpg;ruiz-mendoza-rossana-esther;https://auna.org/pe/staff-medico/ruiz-mendoza-rossana-esther
Ruiz Mori Carlos Enrique;19718;;Cardiología;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/07919908_683efd6a6d.png;ruiz-mori-carlos-enrique;https://auna.org/pe/staff-medico/ruiz-mori-carlos-enrique
Salas Sánchez Jorge Fernando;10407;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/07583350_af5d3cabd6.png;salas-sanchez-jorge-fernando;https://auna.org/pe/staff-medico/salas-sanchez-jorge-fernando
Samanez Figari César Augusto;30643;;Oncología médica;Clínica Delgado Auna, Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/09385304_e39a9e1e35.png;samanez-figari-cesar-augusto;https://auna.org/pe/staff-medico/samanez-figari-cesar-augusto
Santos Ortiz Carlos Luis;009316;;Ginecología oncológica;Clínicas Oncosalud, Auna - Centro de Bienestar;https://web-auna-backend-prd-images.s3.amazonaws.com/08796179_417e8fecc2.png;santos-ortiz-carlos-luis;https://auna.org/pe/staff-medico/santos-ortiz-carlos-luis
Sarria Bardales Gustavo Javier;024680;;Radioterapia;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07840630_e39d93e7e9.png;sarria-bardales-gustavo-javier;https://auna.org/pe/staff-medico/sarria-bardales-gustavo-javier
Serrano Cardoso Fiorella Mariana;59069;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/42910784_a92d8a19d1.png;serrano-cardoso-fiorella-mariana;https://auna.org/pe/staff-medico/serrano-cardoso-fiorella-mariana
Sialer Vildozola Luis Eduardo;34836;;Ortopedia y traumatología;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09672177_eed2972a48.png;sialer-vildozola-luis-eduardo;https://auna.org/pe/staff-medico/sialer-vildozola-luis-eduardo
Sullón Olaya José Victor;21340;;Cirugía general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/17922386_5c93cf3d46.png;sullon-olaya-jose-victor;https://auna.org/pe/staff-medico/sullon-olaya-jose-victor
Tejada Paredes Paolett Edith;60136;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/42044444_7e7fe750a6.png;tejada-paredes-paolett-edith;https://auna.org/pe/staff-medico/tejada-paredes-paolett-edith
Tejada Perez Victor Enrique;22061;;Cirugía general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/29476654_02275314f5.png;tejada-perez-victor-enrique;https://auna.org/pe/staff-medico/tejada-perez-victor-enrique
Torres Solano Jaime Luis;028780;;Cirugía general y oncológica;Clínicas Oncosalud, Auna - Centro de Bienestar;https://web-auna-backend-prd-images.s3.amazonaws.com/32911036_a80e14279a.png;torres-solano-jaime-luis;https://auna.org/pe/staff-medico/torres-solano-jaime-luis
Valdivia Franco Henry Modesto;33284;;Ginecología oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/29555142_473229cbe9.png;valdivia-franco-henry-modesto;https://auna.org/pe/staff-medico/valdivia-franco-henry-modesto
Valdiviezo Lama Natalia Isabel;38213;;Medicina general y oncológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/02839595_5614c64bfb.png;valdiviezo-lama-natalia-isabel;https://auna.org/pe/staff-medico/valdiviezo-lama-natalia-isabel
Valencia Mesías Guillermo Arturo;68178;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/46201553_81c7ca2891.jpg;valencia-mesias-guillermo-arturo;https://auna.org/pe/staff-medico/valencia-mesias-guillermo-arturo
Vallejos Sologuren Carlos Santiago;7884;;Oncología médica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/07573789_e02a10f21d.png;vallejos-sologuren-carlos-santiago;https://auna.org/pe/staff-medico/vallejos-sologuren-carlos-santiago
Vargas Castro Jesus Olga;23225;;Hematología;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/21446196_feee0d0119.png;vargas-castro-jesus-olga;https://auna.org/pe/staff-medico/vargas-castro-jesus-olga
Vasquez Chavez Joule Franve;50463;;Medicina general y oncológica;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41868418_643935eb2a.png;vasquez-chavez-joule-franve;https://auna.org/pe/staff-medico/vasquez-chavez-joule-franve
Vizcarra Ladron De Guevara Bernardo Jesus;034112;;Radioterapia;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29618839_951987ba63.png;vizcarra-ladron-de-guevara-bernardo-jesus;https://auna.org/pe/staff-medico/vizcarra-ladron-de-guevara-bernardo-jesus
Young Tabusso Frank;28065;;Cirugía oncológica abdominal;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/10268585_e4fa6fbdc7.png;young-tabusso-frank;https://auna.org/pe/staff-medico/young-tabusso-frank
Zevallos Cárdenas Albert;34867;;Ginecología oncológica;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29629994_60ba283db5.png;zevallos-cardenas-albert;https://auna.org/pe/staff-medico/zevallos-cardenas-albert
Ziegler Rodriguez Otto Rolando;53394;;Cirugía plástica y reparadora;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/42596923_930001549f.png;ziegler-rodriguez-otto-rolando;https://auna.org/pe/staff-medico/ziegler-rodriguez-otto-rolando
Rau Vargas Cristihan Max;050369;;Radioterapia;Clínicas Oncosalud, Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40672471_b3e07aa642.png;rau-vargas-cristihan-max;https://auna.org/pe/staff-medico/rau-vargas-cristihan-max
Flores Hernández Maria Del Rosario;62121;;Geriatría;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/43422342_82654ff912.png;flores-hernandez-maria-del-rosario;https://auna.org/pe/staff-medico/flores-hernandez-maria-del-rosario
Kanashiro Arakaki Akemi Denisse;056050;;Geriatría;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/42785513_295545a3b8.png;kanashiro-arakaki-akemi-denisse;https://auna.org/pe/staff-medico/kanashiro-arakaki-akemi-denisse
Dyer Velarde-alvarez Richard Rodrigo;017738;;Anatomía patológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/08242204_1a9ff13889.png;dyer-velarde-alvarez-richard-rodrigo;https://auna.org/pe/staff-medico/dyer-velarde-alvarez-richard-rodrigo
Rivera Cruzado Dany Jhonatan;064409;;Patología clínica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/44850624_f1cfdf9ad3.png;rivera-cruzado-dany-jhonatan;https://auna.org/pe/staff-medico/rivera-cruzado-dany-jhonatan
Alva Huapaya Blanca Luz;057982;;Dermatología;Clínicas Oncosalud, Auna - Centro de Bienestar;https://web-auna-backend-prd-images.s3.amazonaws.com/44368995_5605b81e33.png;alva-huapaya-blanca-luz;https://auna.org/pe/staff-medico/alva-huapaya-blanca-luz
Alvarez Jimenez Deisy Maricella;64942;;Geriatría;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/44808767_3262f08439.png;alvarez-jimenez-deisy-maricella;https://auna.org/pe/staff-medico/alvarez-jimenez-deisy-maricella
Villafuerte Rozas Mónica;061455;;Anatomía patológica;Clínicas Oncosalud;https://web-auna-backend-prd-images.s3.amazonaws.com/43919984_55cc13558f.png;villafuerte-rozas-monica;https://auna.org/pe/staff-medico/villafuerte-rozas-monica
Chavez De Paz Villanueva Patricia Del Carmen;31519;;Dermatología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07873408_67a15af16c.png;chavez-de-paz-villanueva-patricia-del-carmen;https://auna.org/pe/staff-medico/chavez-de-paz-villanueva-patricia-del-carmen
Cheng Castañeda Flor De Maria;28859;;Oftalmología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07544309_76106fdcfa.png;cheng-castaneda-flor-de-maria;https://auna.org/pe/staff-medico/cheng-castaneda-flor-de-maria
Chonlon Otoya Carolina Fiorella;49483;;Cirugía cabeza y cuello;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41895074_75e201b9a3.png;chonlon-otoya-carolina-fiorella;https://auna.org/pe/staff-medico/chonlon-otoya-carolina-fiorella
Choza Bartra Sabrina;51157;;Pediatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/41691926_f7f9b46fb4.png;choza-bartra-sabrina;https://auna.org/pe/staff-medico/choza-bartra-sabrina
Chueca Ostolaza Alberto Fernando Jesús;29048;;Pediatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/08769119_6a7c3ef416.png;chueca-ostolaza-alberto-fernando-jesus;https://auna.org/pe/staff-medico/chueca-ostolaza-alberto-fernando-jesus
Chuquiure Valenzuela Carmen Elba Patricia;25269;;Pediatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09138859_197b684144.png;chuquiure-valenzuela-carmen-elba-patricia;https://auna.org/pe/staff-medico/chuquiure-valenzuela-carmen-elba-patricia
Coaguila La Torre Silvia Gaby;24240;;Anestesiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/29544422_485cfa9740.png;coaguila-la-torre-silvia-gaby;https://auna.org/pe/staff-medico/coaguila-la-torre-silvia-gaby
Coayla Castillo Freddy Guillermo;34448;;Cirugía abdominal y laparoscópica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07755948_d4bd63ddf3.png;coayla-castillo-freddy-guillermo;https://auna.org/pe/staff-medico/coayla-castillo-freddy-guillermo
Coloma Araniya Ricardo;21428;;Cardiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09106652_08429a4785.png;coloma-araniya-ricardo;https://auna.org/pe/staff-medico/coloma-araniya-ricardo
Contardo Zambrano Carlos Alberto;11453;;Gastroenterología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/08192640_d73cf92105.png;contardo-zambrano-carlos-alberto;https://auna.org/pe/staff-medico/contardo-zambrano-carlos-alberto
Contreras Cojal Pedro Fernando;72061;;Radiología;Clínica Delgado Auna, Auna Guardia Civil - Clínica;https://web-auna-backend-prd-images.s3.amazonaws.com/46715791_cca8428f0a.png;contreras-cojal-pedro-fernando;https://auna.org/pe/staff-medico/contreras-cojal-pedro-fernando
Coquis Frisancho Edgard Julio;32475;;Pediatría;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/07885096_f347b6a5b8.png;coquis-frisancho-edgard-julio;https://auna.org/pe/staff-medico/coquis-frisancho-edgard-julio
Córdova Gómez Fernando José;34422;;Cardiología;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/09537933_57415e7eb0.png;cordova-gomez-fernando-jose;https://auna.org/pe/staff-medico/cordova-gomez-fernando-jose
Cotrina Tapia Héctor Berardo;42727;;Unidad de cuidados intensivos;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40701141_cb5b8b65b3.png;cotrina-tapia-hector-berardo;https://auna.org/pe/staff-medico/cotrina-tapia-hector-berardo
Covarrubias Flores Arianna Cristina;76418;;Cardiología pediátrica;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/49028851_03573430b9.png;covarrubias-flores-arianna-cristina;https://auna.org/pe/staff-medico/covarrubias-flores-arianna-cristina
Cruz Baca Renzo Ángel;38318;;Servicio de emergencia;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/40934443_db2549ddd8.png;cruz-baca-renzo-angel;https://auna.org/pe/staff-medico/cruz-baca-renzo-angel
Custodio Sheen Erick Javier;40083;;Neurocirugía;Clínica Delgado Auna;https://web-auna-backend-prd-images.s3.amazonaws.com/02883597_8bd40d6b6c.png;custodio-sheen-erick-javier;https://auna.org/pe/staff-medico/custodio-sheen-erick-javier
